user_id,movie_id,rating
15,46,1.5
15,49,2.5
16,1,1.9
16,6,2.4
16,7,2.0
16,10,2.9
16,15,2.4
16,18,2.2
16,33,2.9
16,34,2.2
16,36,2.2
16,38,2.1
16,43,2.9
17,0,2.7
17,3,2.5
17,7,2.7
17,9,2.4
17,10,2.7
17,15,3.7
17,16,2.9
17,26,2.4
17,27,2.7
17,39,2.1
17,43,2.8
17,46,2.4
18,8,1.9
18,17,2.1
18,26,2.8
18,29,1.5
18,38,2.8
18,43,2.2
19,4,2.5
19,5,2.0
19,6,1.9
19,7,2.7
19,11,2.1
19,13,1.7
19,15,2.5
19,18,2.7
19,20,2.6
19,37,2.0
19,38,2.8
19,41,2.2
19,46,2.3
20,0,1.1
20,1,2.0
20,5,2.3
20,6,1.7
20,22,2.1
20,24,2.3
20,31,2.0
20,33,2.4
20,34,1.6
20,38,2.2
20,40,1.3
20,42,1.9
20,45,1.7
20,46,1.9
21,0,4.2
21,1,2.2
21,2,2.4
21,6,2.0
21,8,2.1
21,16,2.6
21,21,2.6
21,23,2.9
21,39,2.8
21,42,2.6
21,48,2.2
22,0,2.5
22,4,3.2
22,5,2.3
22,7,2.7
22,17,2.9
22,22,2.1
22,24,4.2
22,33,1.3
22,39,2.8
22,40,1.9
23,3,3.2
23,5,2.0
23,10,3.2
23,14,2.4
23,16,3.1
23,17,2.5
23,19,2.3
23,20,2.5
23,30,3.0
23,35,2.4
23,38,3.4
23,39,2.9
23,41,2.2
23,46,2.3
23,49,1.9
24,1,2.3
24,2,2.2
24,9,2.2
24,14,3.0
24,22,3.6
24,23,2.9
24,25,2.5
24,33,3.7
24,36,2.4
24,39,2.0
24,43,3.1
24,45,2.8
24,48,1.9
25,2,2.2
25,6,2.5
25,14,2.8
25,15,1.3
25,17,2.0
25,19,1.8
25,22,3.2
25,23,2.3
25,30,3.6
25,37,2.8
25,38,2.4
25,42,2.5
25,43,3.0
25,46,2.4
25,49,2.0
26,8,2.1
26,15,1.8
26,17,2.1
26,18,2.4
26,21,1.8
26,22,1.8
26,26,2.5
26,29,1.5
26,33,1.0
26,41,1.4
26,42,2.3
26,46,1.7
27,15,1.2
27,25,2.4
27,26,1.4
27,37,3.3
28,2,2.3
28,6,1.6
28,7,2.2
28,16,2.5
28,20,2.9
28,21,2.6
28,24,2.6
28,27,2.1
28,30,3.4
28,41,2.1
29,10,2.0
29,11,2.4
29,19,2.1
29,21,2.6
29,22,2.9
29,30,2.8
29,32,1.3
29,34,2.0
29,37,2.5
29,46,1.9
30,6,2.2
30,9,2.5
30,11,2.4
30,13,1.3
30,18,2.6
30,27,1.6
30,30,2.8
30,40,2.6
30,44,2.1
30,47,3.6
30,49,1.6
31,2,2.3
31,6,2.0
31,17,1.8
31,18,2.6
31,26,2.6
31,30,3.6
31,40,2.7
31,47,2.9
31,48,2.2
32,5,2.0
32,7,2.2
32,8,1.3
32,9,2.7
32,15,3.6
32,17,1.5
32,18,2.6
32,23,3.1
32,29,2.2
32,35,3.0
32,43,2.5
32,48,2.3
32,49,2.0
33,1,2.2
33,2,2.4
33,3,2.6
33,7,2.7
33,13,1.2
33,15,2.7
33,36,2.4
33,43,3.2
33,44,1.7
34,3,2.1
34,5,2.6
34,6,1.7
34,23,2.1
34,27,2.2
34,34,1.7
34,39,1.7
34,43,2.7
34,48,2.5
35,4,1.9
35,6,3.4
35,11,2.8
35,12,4.6
35,16,3.7
35,17,1.8
35,18,3.8
35,26,2.4
35,27,2.2
35,32,2.6
35,33,3.7
35,39,2.7
35,43,3.3
36,1,1.5
36,4,1.7
36,7,2.5
36,13,1.8
36,16,2.6
36,23,2.4
36,24,3.4
36,25,2.0
36,26,2.2
36,29,2.7
36,31,2.5
36,35,2.2
36,40,2.1
36,48,2.3
37,12,2.7
37,16,2.2
37,18,2.3
37,20,2.6
37,21,2.5
37,22,2.3
37,27,2.3
37,33,2.4
37,44,1.5
37,45,2.1
37,46,1.9
37,48,1.4
37,49,2.4
38,0,2.3
38,3,2.8
38,6,1.6
38,10,2.3
38,14,3.2
38,16,2.6
38,17,1.6
38,23,2.4
38,24,2.7
38,30,3.5
38,31,2.3
38,33,3.1
38,38,2.8
39,1,2.3
39,10,2.2
39,14,2.4
39,20,3.3
39,37,2.5
39,40,2.0
39,43,2.6
40,0,3.6
40,1,2.7
40,2,2.3
40,3,2.6
40,4,2.5
40,8,3.0
40,22,2.4
40,27,2.2
40,31,2.6
40,32,2.0
40,35,2.9
40,37,2.5
40,43,2.6
40,48,1.7
40,49,2.4
41,1,3.0
41,2,2.5
41,3,3.2
41,5,1.6
41,8,1.8
41,11,2.5
41,12,5.0
41,14,4.6
41,17,2.5
41,23,3.1
41,24,5.0
41,26,3.0
41,29,2.8
41,34,1.4
41,41,3.5
41,42,3.5
41,46,3.1
41,47,4.2
42,18,3.2
42,26,2.4
42,30,2.9
42,31,2.3
42,33,2.9
42,35,3.1
42,36,2.4
43,2,2.1
43,10,2.4
43,13,2.1
43,20,2.6
43,21,3.0
43,22,2.8
43,23,2.5
43,28,2.6
43,30,3.4
43,31,2.2
43,32,1.8
43,33,2.8
43,39,2.1
43,40,2.1
44,4,1.0
44,9,1.4
44,28,2.2
44,32,2.3
44,34,2.5
44,35,2.2
44,37,2.6
44,39,2.5
44,43,2.8
45,5,1.1
45,7,1.8
45,11,2.6
45,16,2.2
45,23,2.9
45,25,2.3
45,40,2.2
45,41,2.8
45,45,1.6
46,7,2.2
46,11,2.2
46,12,3.6
46,18,3.1
46,20,2.5
46,21,3.4
46,23,3.3
46,33,2.8
46,42,2.5
47,2,2.6
47,12,2.4
47,15,2.2
47,25,2.8
47,32,1.5
47,39,1.9
47,45,2.2
47,46,2.5
47,49,1.3
48,5,1.7
48,6,1.5
48,9,2.6
48,17,2.4
48,26,1.9
48,31,2.6
48,32,1.8
48,39,2.9
48,48,1.9
49,2,2.2
49,5,2.0
49,9,2.7
49,13,2.0
49,16,3.0
49,18,2.7
49,19,2.6
49,20,2.9
49,23,3.1
49,24,3.5
49,26,1.9
49,30,2.8
49,33,2.4
49,39,3.1
49,41,3.0
50,2,2.5
50,5,2.5
50,6,1.6
50,11,2.5
50,14,3.3
50,17,2.3
50,19,2.2
50,20,3.0
50,27,2.7
50,31,2.7
50,34,1.4
50,37,2.5
50,39,2.4
50,42,2.9
50,45,2.4
50,46,2.5
50,47,3.3
51,2,2.4
51,7,2.5
51,10,2.4
51,16,3.1
51,18,3.2
51,19,3.2
51,24,3.8
51,39,3.4
51,42,2.4
51,43,3.0
51,48,2.4
52,4,1.7
52,10,1.0
52,12,1.3
52,17,1.8
52,21,1.8
52,27,1.3
52,33,1.6
52,34,1.7
52,35,1.0
52,36,1.3
52,44,2.5
52,46,1.7
53,13,1.1
53,27,2.7
53,28,2.9
53,33,2.0
53,34,1.9
53,39,2.6
53,40,2.4
53,45,1.7
53,49,2.0
54,1,1.7
54,2,2.3
54,3,2.3
54,11,2.9
54,14,2.5
54,15,1.3
54,16,3.0
54,18,2.6
54,28,2.3
54,32,2.1
54,33,2.6
54,37,2.9
54,38,1.8
54,39,1.6
54,42,2.6
54,46,2.7
55,0,3.2
55,4,2.0
55,5,1.3
55,6,2.1
55,8,2.6
55,13,1.1
55,23,3.1
55,25,1.9
55,26,2.1
55,27,2.5
55,30,3.5
55,35,2.9
55,44,2.7
55,49,2.0
56,0,2.5
56,6,2.5
56,8,1.8
56,25,3.1
56,28,2.9
56,31,3.3
56,33,3.6
56,36,1.8
56,48,2.4
57,1,1.7
57,2,2.5
57,4,2.6
57,6,1.4
57,10,2.5
57,14,2.7
57,15,2.7
57,20,2.0
57,32,2.0
57,42,1.8
57,43,2.0
57,49,1.8
58,1,2.3
58,3,2.4
58,12,2.9
58,16,3.3
58,20,3.3
58,21,2.6
58,28,2.4
58,33,2.4
58,38,3.1
58,40,1.9
58,42,2.9
58,44,2.8
59,1,2.6
59,3,2.7
59,4,2.6
59,10,2.6
59,14,3.7
59,19,2.4
59,20,3.4
59,28,2.3
59,30,3.6
59,33,2.6
59,38,3.0
59,39,2.4
60,1,2.2
60,2,2.5
60,5,1.7
60,6,2.0
60,7,3.1
60,9,2.4
60,12,2.7
60,14,2.8
60,16,2.8
60,18,3.0
60,28,1.5
60,35,3.0
60,41,2.5
60,45,2.2
61,0,2.9
61,3,3.0
61,9,2.9
61,12,3.2
61,16,3.0
61,17,2.5
61,18,2.6
61,19,2.0
61,22,2.7
61,27,2.3
61,30,3.3
61,34,1.6
61,35,2.5
61,36,2.7
61,39,2.7
61,40,2.2
61,43,2.3
61,44,2.7
61,45,2.7
61,46,2.4
62,10,3.3
62,16,3.8
62,17,3.1
62,20,3.1
62,21,2.7
62,30,4.1
62,31,3.1
62,33,2.7
62,35,3.9
62,40,2.4
62,47,4.4
62,48,2.6
62,49,2.3
63,5,1.7
63,7,2.0
63,8,2.6
63,9,2.3
63,10,2.3
63,18,3.0
63,19,2.2
63,24,3.1
63,27,2.2
63,28,2.2
63,38,2.7
63,41,2.7
63,43,1.9
64,10,2.5
64,28,2.4
64,31,3.2
64,34,2.2
64,37,2.8
64,38,3.6
64,49,2.3
65,0,2.7
65,2,2.3
65,3,3.0
65,13,1.4
65,15,2.8
65,17,2.6
65,22,2.5
65,24,3.9
65,27,2.4
65,30,3.6
65,31,2.3
65,32,1.9
65,33,1.8
65,35,3.7
65,37,2.7
65,43,2.8
65,44,2.3
65,46,2.6
66,0,1.9
66,9,2.0
66,13,2.0
66,15,2.3
66,17,2.2
66,22,2.7
66,23,2.6
66,29,2.4
66,30,3.5
66,32,2.6
66,41,3.5
66,43,2.6
66,44,2.6
66,47,2.8
66,49,1.8
67,2,2.4
67,3,2.6
67,4,2.0
67,6,1.9
67,7,2.8
67,8,2.4
67,11,2.0
67,18,2.3
67,26,1.6
67,31,2.3
67,32,2.3
67,37,2.6
67,44,1.8
67,48,1.8
68,0,2.4
68,1,2.3
68,2,2.1
68,9,2.3
68,18,2.7
68,19,1.8
68,20,1.9
68,29,1.7
68,37,2.0
68,38,2.2
68,42,2.6
68,47,2.2
69,2,1.6
69,3,1.9
69,13,1.4
69,20,1.5
69,34,1.7
69,36,2.5
69,38,2.4
69,46,2.1
69,48,1.9
70,4,2.5
70,7,2.9
70,9,2.5
70,10,3.5
70,14,3.6
70,17,1.8
70,19,2.6
70,22,2.8
70,28,3.0
70,33,3.3
70,34,1.7
70,41,2.8
70,43,3.0
70,46,2.2
70,48,1.6
71,1,1.6
71,3,2.4
71,4,1.9
71,9,2.2
71,14,2.3
71,16,2.3
71,21,1.6
71,23,2.1
71,30,2.4
71,35,2.2
71,44,1.8
71,46,1.8
71,48,1.7
72,8,2.6
72,14,3.5
72,19,2.6
72,20,2.7
72,30,4.1
72,32,2.1
72,35,2.9
72,36,2.2
72,39,3.1
72,42,3.0
73,3,2.5
73,5,2.2
73,7,2.2
73,10,2.3
73,11,2.2
73,15,2.3
73,20,3.0
73,27,1.8
73,32,2.1
73,38,2.4
73,44,1.4
73,48,2.0
74,0,3.0
74,2,3.0
74,11,3.3
74,13,2.0
74,18,3.9
74,20,4.1
74,21,3.4
74,23,3.9
74,25,3.5
74,28,2.4
74,34,2.0
74,40,2.1
74,41,3.5
74,44,2.9
74,45,3.3
74,48,2.0
75,9,2.9
75,10,2.6
75,13,1.0
75,16,3.6
75,18,2.9
75,19,2.0
75,27,2.5
75,35,2.9
75,36,2.6
75,42,2.2
75,46,1.7
75,47,3.7
76,3,1.7
76,5,1.5
76,7,1.9
76,8,1.5
76,12,1.5
76,21,1.8
76,22,2.0
76,24,1.4
76,32,1.7
76,35,1.9
76,36,2.1
76,43,1.1
76,45,1.7
76,46,1.5
76,47,2.2
76,49,2.2
77,4,2.2
77,5,2.2
77,10,3.4
77,12,4.1
77,18,3.1
77,19,2.2
77,26,2.4
77,28,2.9
77,30,2.6
77,33,3.0
77,37,2.6
77,38,2.2
77,41,3.0
78,2,2.1
78,5,2.7
78,9,2.5
78,10,3.2
78,11,2.5
78,12,3.1
78,20,3.3
78,28,2.6
78,29,2.3
78,33,1.6
78,36,2.0
78,43,2.7
78,47,4.0
79,1,1.5
79,5,2.2
79,8,2.5
79,9,2.1
79,11,2.5
79,14,2.7
79,21,2.7
79,24,3.7
79,34,2.3
79,35,4.0
79,38,1.8
79,40,1.6
79,42,2.4
80,12,2.5
80,19,2.2
80,20,2.3
80,21,1.3
80,25,2.4
80,30,2.1
80,34,2.5
80,36,2.1
80,38,1.5
80,44,1.8
80,49,2.1
81,1,2.1
81,2,1.8
81,5,1.4
81,10,3.0
81,13,1.6
81,14,2.7
81,16,3.4
81,18,3.0
81,23,2.7
81,25,2.7
81,26,1.8
81,28,2.3
81,30,3.5
81,37,2.6
81,43,2.6
81,44,2.9
82,0,2.0
82,2,2.2
82,8,2.6
82,10,2.3
82,22,2.3
82,24,2.6
82,28,1.6
82,30,3.3
82,38,2.8
82,40,1.3
82,43,2.5
82,44,2.6
82,45,2.0
83,1,2.0
83,2,2.0
83,5,2.3
83,10,2.9
83,14,3.1
83,15,2.7
83,25,2.4
83,28,2.4
83,35,3.3
83,44,2.7
83,46,1.9
83,49,2.4
84,5,1.2
84,7,3.3
84,11,2.5
84,12,4.4
84,18,3.3
84,25,2.4
84,31,3.5
84,33,2.8
84,36,2.8
84,38,3.8
84,41,3.2
84,42,3.3
84,46,2.9
84,48,2.2
85,3,2.4
85,5,1.7
85,8,3.4
85,12,2.6
85,13,1.5
85,15,1.2
85,18,2.7
85,20,3.3
85,25,1.8
85,30,2.1
85,33,2.2
85,35,3.5
85,38,2.7
85,44,2.7
85,47,3.3
86,0,1.9
86,1,2.1
86,7,2.4
86,8,1.9
86,9,1.9
86,11,2.6
86,16,3.0
86,19,2.3
86,21,2.2
86,24,3.4
86,32,2.0
86,36,2.0
86,37,2.7
86,39,2.0
86,46,2.7
86,47,2.8
87,5,1.3
87,10,2.0
87,12,3.2
87,13,1.2
87,16,2.4
87,17,1.8
87,19,2.5
87,20,1.5
87,23,2.2
87,29,1.3
87,40,2.4
87,48,1.8
87,49,2.2
88,3,2.2
88,4,1.7
88,12,2.1
88,13,1.6
88,16,2.1
88,27,1.1
88,49,2.3
89,0,2.8
89,7,2.0
89,12,2.6
89,13,1.7
89,14,2.7
89,30,3.3
89,34,2.2
89,41,1.7
89,42,2.5
89,46,1.8
89,48,1.8
90,1,2.0
90,9,3.1
90,10,2.9
90,16,3.2
90,17,2.3
90,24,2.7
90,26,2.0
90,29,1.7
90,30,2.7
90,33,2.1
90,37,3.1
90,38,2.7
90,39,2.9
90,43,2.3
90,48,2.1
91,0,2.2
91,2,2.1
91,3,2.2
91,5,2.0
91,7,1.6
91,8,1.7
91,9,1.7
91,14,1.9
91,15,1.7
91,16,1.6
91,18,1.8
91,19,2.0
91,20,2.0
91,26,1.9
91,30,1.8
91,31,1.9
91,32,1.9
91,35,1.6
92,3,3.5
92,7,2.4
92,11,2.4
92,12,3.2
92,16,3.6
92,19,2.8
92,20,2.8
92,21,2.8
92,22,2.7
92,23,2.8
92,25,2.7
92,26,2.7
92,29,2.0
92,31,2.5
92,42,2.8
92,49,2.1
93,0,2.3
93,1,1.9
93,6,1.5
93,10,2.6
93,11,2.0
93,13,1.8
93,15,2.6
93,16,2.6
93,17,1.6
93,22,2.9
93,25,2.4
93,31,2.3
93,33,2.6
93,44,2.0
93,45,2.4
93,48,1.9
94,0,2.0
94,2,2.3
94,4,2.3
94,9,2.0
94,11,2.6
94,13,1.7
94,15,1.9
94,16,3.3
94,18,2.8
94,19,2.4
94,23,2.3
94,28,1.2
94,29,3.3
94,38,2.3
94,40,1.0
94,43,2.9
94,48,1.9
95,3,3.0
95,4,2.9
95,9,3.1
95,12,4.2
95,16,4.7
95,17,3.3
95,20,3.9
95,23,3.5
95,24,4.5
95,29,2.5
95,31,3.0
95,35,4.8
95,49,2.6
96,3,2.4
96,8,2.2
96,9,2.2
96,11,2.0
96,12,1.8
96,19,1.6
96,20,2.2
96,23,1.9
96,24,1.7
96,25,1.4
96,29,1.9
96,31,2.3
96,33,1.6
96,42,1.9
96,45,1.3
96,47,2.2
97,22,2.3
97,23,2.7
97,27,1.9
97,29,2.5
97,37,2.4
97,48,3.0
98,2,2.5
98,7,2.2
98,9,2.4
98,12,4.1
98,18,2.5
98,19,3.0
98,30,4.0
98,37,2.8
98,41,2.7
98,42,2.8
98,43,2.6
98,45,2.7
98,48,2.1
98,49,2.3
99,5,1.1
99,7,2.1
99,8,2.2
99,10,2.2
99,15,1.4
99,16,2.3
99,18,2.2
99,20,2.2
99,26,1.0
99,28,1.9
99,37,2.6
99,41,1.9
99,42,2.0
99,48,1.5
